Start,Target,1004,1005,1008,1010,1011,1013,1017,1018,1019,1021,1022,1023,1054,1055,1056,1057,1058,1068,1069,1072,1073,1074,1075,1077,1079,1080
TaskBuilding_35,Building_94,11.0,11.0,14.0,14.0,11.0,12.0,12.0,6.0,11.0,8.0,11.0,12.0,9.0,6.0,7.0,8.0,17.0,11.0,7.0,21.0,13.0,18.0,15.0,7.0,5.0,10.0
TaskBuilding_35,Building_176,17.0,12.0,22.0,18.0,22.0,16.0,18.0,15.0,17.0,13.0,15.0,20.0,4.0,19.0,16.0,7.0,22.0,11.0,8.0,23.0,15.0,18.0,23.0,10.0,8.0,12.0
TaskBuilding_35,TaskBuilding_2,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0
TaskBuilding_35,Building_96,8.0,10.0,8.0,11.0,10.0,10.0,10.0,7.0,6.0,10.0,16.0,9.0,7.0,8.0,8.0,7.0,15.0,10.0,7.0,14.0,14.0,17.0,13.0,6.0,4.0,8.0
TaskBuilding_35,TaskBuilding_19,4.0,5.0,3.0,8.0,6.0,5.0,4.0,5.0,6.0,6.0,3.0,9.0,3.0,6.0,4.0,5.0,5.0,9.0,3.0,5.0,3.0,11.0,6.0,4.0,2.0,9.0
TaskBuilding_35,TaskBuilding_18,4.0,3.0,9.0,6.0,4.0,5.0,7.0,6.0,9.0,6.0,5.0,12.0,3.0,7.0,2.0,3.0,10.0,7.0,4.0,12.0,5.0,10.0,9.0,6.0,3.0,3.0
TaskBuilding_35,Building_95,2.0,0.0,2.0,,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,,2.0,4.0,2.0,2.0,,,1.0,0.0,2.0,0.0,1.0
TaskBuilding_35,Building_92,9.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,7.0,10.0,9.0,4.0,6.0,7.0,3.0,10.0,9.0,8.0,10.0,6.0,9.0,11.0,4.0,4.0,10.0
TaskBuilding_35,Building_93,5.0,2.0,2.0,7.0,1.0,5.0,5.0,6.0,4.0,6.0,5.0,2.0,3.0,0.0,7.0,1.0,7.0,10.0,2.0,10.0,4.0,7.0,8.0,0.0,3.0,3.0
TaskBuilding_35,Building_103,5.0,4.0,8.0,7.0,7.0,7.0,8.0,3.0,6.0,3.0,6.0,6.0,2.0,6.0,2.0,4.0,6.0,8.0,3.0,9.0,5.0,8.0,8.0,3.0,4.0,3.0
TaskBuilding_35,TaskBuilding_29,7.0,3.0,7.0,7.0,5.0,6.0,7.0,6.0,6.0,5.0,4.0,9.0,5.0,6.0,6.0,4.0,10.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,2.0,8.0
TaskBuilding_35,Building_102,8.0,6.0,13.0,8.0,5.0,10.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,3.0,5.0,11.0,9.0,6.0,13.0,10.0,12.0,10.0,6.0,5.0,9.0
TaskBuilding_35,Building_158,8.0,10.0,11.0,13.0,15.0,16.0,10.0,8.0,7.0,11.0,11.0,12.0,6.0,8.0,3.0,9.0,10.0,11.0,11.0,20.0,8.0,14.0,19.0,7.0,8.0,15.0
TaskBuilding_35,TaskBuilding_34,11.0,5.0,12.0,8.0,7.0,8.0,6.0,7.0,7.0,9.0,3.0,7.0,4.0,5.0,6.0,7.0,10.0,4.0,7.0,10.0,4.0,8.0,10.0,4.0,5.0,10.0
TaskBuilding_35,Building_160,10.0,8.0,8.0,11.0,10.0,9.0,10.0,7.0,7.0,9.0,8.0,9.0,4.0,7.0,2.0,10.0,7.0,8.0,9.0,9.0,8.0,9.0,11.0,6.0,5.0,9.0
